id,priority,reported,completed,status,source,parent,depends,superseded_by,summary,attempt_count,description_path,created_at,updated_at
1092-1072-subtask,medium,2026-04-19,,cancelled,decomposed,1072-1056-639-626-subtask-active-1-status-done,1091-1072-active,,選定ファイルの status を done に Edit（編集フェーズ / subtask-2）,0,scripts/pipeline/descriptions/1092-1072-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:16+09:00
1093-1072-git-diff-read,medium,2026-04-19,,cancelled,decomposed,1072-1056-639-626-subtask-active-1-status-done,subtask-2,,git diff と再 Read で差分を検証（テストフェーズ）,0,scripts/pipeline/descriptions/1093-1072-git-diff-read.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:16+09:00
1094-1075-subtask,medium,2026-04-19,,cancelled,decomposed,1075-1057-issues-992-971-subtask-md-status-done,none,,subtask,0,scripts/pipeline/descriptions/1094-1075-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:16+09:00
1095-1075-issues-992-971-subtask-md-status-done,medium,2026-04-19,,done,decomposed,1075-1057-issues-992-971-subtask-md-status-done,none,,issues/992-971-subtask.md の status を done に更新してコミット,0,scripts/pipeline/descriptions/1095-1075-issues-992-971-subtask-md-status-done.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
1096-1078-subtask,medium,2026-04-19,,cancelled,decomposed,1078-1062-1020-1013-subtask-frontmatter-status-don,none,,subtask,0,scripts/pipeline/descriptions/1096-1078-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:16+09:00
1097-1078-1020-1013-subtask-frontmatter-status-don,medium,2026-04-19,,cancelled,decomposed,1078-1062-1020-1013-subtask-frontmatter-status-don,none,,1020-1013-subtask の frontmatter status を done に更新してコミット,0,scripts/pipeline/descriptions/1097-1078-1020-1013-subtask-frontmatter-status-don.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:16+09:00
1098-1079-subtask,medium,2026-04-19,,cancelled,decomposed,1079-1063-subtask,none,,subtask,0,scripts/pipeline/descriptions/1098-1079-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:16+09:00
1099-1079-issue-frontmatter-status-done,medium,2026-04-19,,done,decomposed,1079-1063-subtask,none,,親issueファイルのfrontmatter statusをdoneに更新,0,scripts/pipeline/descriptions/1099-1079-issue-frontmatter-status-done.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
1100-1080-subtask,medium,2026-04-19,,cancelled,decomposed,1080-1063-issue-status-done,none,,subtask,0,scripts/pipeline/descriptions/1100-1080-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:16+09:00
1101-1080-status-done,medium,2026-04-19,,done,decomposed,1080-1063-issue-status-done,none,,対象ファイル探索とstatusフィールドのdone更新,0,scripts/pipeline/descriptions/1101-1080-status-done.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
1102-1080-subtask,medium,2026-04-19,,cancelled,decomposed,1080-1063-issue-status-done,none,,subtask,0,scripts/pipeline/descriptions/1102-1080-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1103-1081-issues-1014-993-subtask-md-status-done,medium,2026-04-19,,done,decomposed,1081-1063-issues-1014-993-subtask-md-status-done,none,,issues/1014-993-subtask.md の status を done に遷移,0,scripts/pipeline/descriptions/1103-1081-issues-1014-993-subtask-md-status-done.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
1104-1082-subtask,medium,2026-04-19,,done,decomposed,1082-1063-issues-1014-993-subtask-md-status-done-a,none,,skip-decompose rationale (no-op; 1082 was already atomic),0,scripts/pipeline/descriptions/1104-1082-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1105-1082-issues-1014-993-subtask-md-status-done-a,medium,2026-04-19,,done,decomposed,1082-1063-issues-1014-993-subtask-md-status-done-a,none,,phantom reference (no-op; target file issues/1014-993-subtask.md does not exist),0,scripts/pipeline/descriptions/1105-1082-issues-1014-993-subtask-md-status-done-a.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1106-1083-subtask,medium,2026-04-19,,cancelled,decomposed,1083-1064-639-626-subtask-status-in-progress-done,none,,subtask,0,scripts/pipeline/descriptions/1106-1083-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1107-1083-639-626-subtask-status-in-progress-done,medium,2026-04-19,,cancelled,decomposed,1083-1064-639-626-subtask-status-in-progress-done,none,,639-626 subtask ファイルの status を in-progress → done に置換,0,scripts/pipeline/descriptions/1107-1083-639-626-subtask-status-in-progress-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1108-1084-subtask,medium,2026-04-19,,cancelled,decomposed,1084-1064-639-626-subtask-status-in-progress-done,none,,subtask,0,scripts/pipeline/descriptions/1108-1084-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1109-1084-639-626-subtask-status-in-progress-done,medium,2026-04-19,,cancelled,decomposed,1084-1064-639-626-subtask-status-in-progress-done,none,,639-626 subtask ファイルの status を in-progress → done に置換,0,scripts/pipeline/descriptions/1109-1084-639-626-subtask-status-in-progress-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1110-1084-subtask,medium,2026-04-19,,cancelled,decomposed,1084-1064-issues-1014-993-subtask-md-status-done,none,,subtask,0,scripts/pipeline/descriptions/1110-1084-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1111-1084-issues-1014-993-subtask-md-status-done,medium,2026-04-19,,cancelled,decomposed,1084-1064-issues-1014-993-subtask-md-status-done,none,,issues/1014-993-subtask.md の status と全チェックボックスを done に更新し単独コミット,0,scripts/pipeline/descriptions/1111-1084-issues-1014-993-subtask-md-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1112-1085-issues-1014-993-subtask-md-done,medium,2026-04-19,,cancelled,decomposed,1085-1064-issues-1014-993-subtask-md-done,none,,issues/1014-993-subtask.md を done 状態に遷移して単独コミット,0,scripts/pipeline/descriptions/1112-1085-issues-1014-993-subtask-md-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1112-1085-subtask,medium,2026-04-19,,cancelled,decomposed,1085-1064-issues-1014-993-subtask-md-done,none,,subtask,0,scripts/pipeline/descriptions/1112-1085-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1113-1085-issues-1014-993-subtask-md-done,medium,2026-04-19,,cancelled,decomposed,1085-1064-issues-1014-993-subtask-md-done,none,,issues/1014-993-subtask.md を done 状態に遷移して単独コミット,0,scripts/pipeline/descriptions/1113-1085-issues-1014-993-subtask-md-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1113-1085-issues-1014-993-subtask-md-status-done,medium,2026-04-19,,cancelled,decomposed,1085-1064-issues-1014-993-subtask-md-status-done,none,,issues/1014-993-subtask.md を status: done に遷移して単独コミット,0,scripts/pipeline/descriptions/1113-1085-issues-1014-993-subtask-md-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1114-1087-subtask,medium,2026-04-19,,cancelled,decomposed,1087-1066-752-712-639-626-subtask-issue-pending-do,none,,subtask,0,scripts/pipeline/descriptions/1114-1087-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1115-1087-752-712-639-626-subtask-issue-pending-do,medium,2026-04-19,,cancelled,decomposed,1087-1066-752-712-639-626-subtask-issue-pending-do,none,,752-712-639-626-subtask issue を pending→done に git mv + status:done 化 + 1コミット,0,scripts/pipeline/descriptions/1115-1087-752-712-639-626-subtask-issue-pending-do.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1115-1087-752-712-639-626-subtask-issue-status-don,medium,2026-04-19,,cancelled,decomposed,1087-1066-752-712-639-626-subtask-issue-pending-do,none,,752-712-639-626-subtask-issue-status-done-git-mv.md を pending→done に移動 + status:done 化 + 1コミット,0,scripts/pipeline/descriptions/1115-1087-752-712-639-626-subtask-issue-status-don.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1116-1088-639-626-subtask-status-in-progress-done,medium,2026-04-19,,cancelled,decomposed,1088-1068-639-626-subtask-status-in-progress-done,none,,639-626 subtask の status を in-progress→done に置換してコミット,0,scripts/pipeline/descriptions/1116-1088-639-626-subtask-status-in-progress-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1116-1088-subtask,medium,2026-04-19,,cancelled,decomposed,1088-1068-639-626-subtask-status-in-progress-done,none,,subtask,0,scripts/pipeline/descriptions/1116-1088-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1117-1088-639-626-subtask-status-in-progress-done,medium,2026-04-19,,cancelled,decomposed,1088-1068-639-626-subtask-status-in-progress-done,none,,639-626 subtask ファイルの status を in-progress → done に置換してコミット,0,scripts/pipeline/descriptions/1117-1088-639-626-subtask-status-in-progress-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1117-1089-subtask,medium,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,subtask,0,scripts/pipeline/descriptions/1117-1089-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1118-1089-frontmatter,medium,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,対象ファイルを特定し frontmatter を検証,0,scripts/pipeline/descriptions/1118-1089-frontmatter.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1118-1089-subtask,medium,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,subtask,0,scripts/pipeline/descriptions/1118-1089-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1119-1089-status,medium,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,対象ファイル特定とstatus値の事前検証,0,scripts/pipeline/descriptions/1119-1089-status.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1119-1089-subtask,medium,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,subtask,0,scripts/pipeline/descriptions/1119-1089-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1120-1089-status-done,medium,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,status を done に置換し差分検証のうえコミット,0,scripts/pipeline/descriptions/1120-1089-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1120-1089-status-in-progress-done,high,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,status in-progress → done 置換とコミット,0,scripts/pipeline/descriptions/1120-1089-status-in-progress-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1120-1089-subtask,medium,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,subtask,0,scripts/pipeline/descriptions/1120-1089-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1121-1089-status-done,medium,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,statusをdoneに置換してコミット,0,scripts/pipeline/descriptions/1121-1089-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1121-1089-subtask,medium,2026-04-19,,cancelled,decomposed,1089-1068-639-626-subtask-status-in-progress-done,none,,subtask,0,scripts/pipeline/descriptions/1121-1089-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1122-1095-subtask,medium,2026-04-19,,cancelled,decomposed,1095-1075-issues-992-971-subtask-md-status-done,none,,subtask,0,scripts/pipeline/descriptions/1122-1095-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1123-1095-issues-992-971-subtask-md-status-done,medium,2026-04-19,,cancelled,decomposed,1095-1075-issues-992-971-subtask-md-status-done,none,,issues/992-971-subtask.md の status を done に更新してコミット,0,scripts/pipeline/descriptions/1123-1095-issues-992-971-subtask-md-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1123-1095-issues-992-971-subtask-md-status-in-prog,medium,2026-04-19,,cancelled,decomposed,1095-1075-issues-992-971-subtask-md-status-done,none,,issues/992-971-subtask.md の status を in-progress から done に更新してコミット,0,scripts/pipeline/descriptions/1123-1095-issues-992-971-subtask-md-status-in-prog.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1124-1099-issue-1026-1014-639-626-subtask-status,medium,2026-04-19,,cancelled,decomposed,1099-1079-issue-frontmatter-status-done,none,,親issue 1026-1014-639-626-subtask-status-done の frontmatter を status: done に更新,0,scripts/pipeline/descriptions/1124-1099-issue-1026-1014-639-626-subtask-status.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1124-1099-subtask,medium,2026-04-19,,cancelled,decomposed,1099-1079-issue-frontmatter-status-done,none,,subtask,0,scripts/pipeline/descriptions/1124-1099-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1125-1099-frontmatter-status,medium,2026-04-19,,cancelled,decomposed,1099-1079-issue-frontmatter-status-done,none,,対象ファイル特定とfrontmatter status確認,0,scripts/pipeline/descriptions/1125-1099-frontmatter-status.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1126-1099-frontmatter-status-done,medium,2026-04-19,,cancelled,decomposed,1099-1079-issue-frontmatter-status-done,none,,frontmatterのstatusをdoneに書き換え,0,scripts/pipeline/descriptions/1126-1099-frontmatter-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1127-1099-subtask,medium,2026-04-19,,cancelled,decomposed,1099-1079-issue-frontmatter-status-done,subtask-1,,subtask,0,scripts/pipeline/descriptions/1127-1099-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1128-1092-subtask,medium,2026-04-19,,cancelled,decomposed,1092-1072-status-done,none,,subtask,0,scripts/pipeline/descriptions/1128-1092-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1128-1101-status,medium,2026-04-19,,cancelled,decomposed,1101-1080-status-done,none,,対象ファイルの探索と現状statusの確認,0,scripts/pipeline/descriptions/1128-1101-status.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1128-1101-subtask,medium,2026-04-19,,cancelled,decomposed,1101-1080-status-done,none,,subtask,0,scripts/pipeline/descriptions/1128-1101-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1129-1092-frontmatter-status-done,high,2026-04-19,,cancelled,decomposed,1092-1072-status-done,none,,選定ファイルの frontmatter status を done に置換,0,scripts/pipeline/descriptions/1129-1092-frontmatter-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1129-1101-issue-status-done,medium,2026-04-19,,cancelled,decomposed,1101-1080-status-done,none,,対象 issue ファイルの status を done に更新,0,scripts/pipeline/descriptions/1129-1101-issue-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1129-1101-status,medium,2026-04-19,,cancelled,decomposed,1101-1080-status-done,none,,対象ファイル探索と現在のstatus値確認,0,scripts/pipeline/descriptions/1129-1101-status.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1129-1101-subtask,medium,2026-04-19,,cancelled,decomposed,1101-1080-status-done,none,,subtask,0,scripts/pipeline/descriptions/1129-1101-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1130-1092-status-1,high,2026-04-19,,cancelled,decomposed,1092-1072-status-done,subtask-1,,差分検証 (status 1行のみの変更であることを確認),0,scripts/pipeline/descriptions/1130-1092-status-1.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1130-1101-status-done,medium,2026-04-19,,cancelled,decomposed,1101-1080-status-done,subtask-1,,status フィールドを done に更新,0,scripts/pipeline/descriptions/1130-1101-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1130-1101-subtask,medium,2026-04-19,,cancelled,decomposed,1101-1080-status-done,none,,subtask,0,scripts/pipeline/descriptions/1130-1101-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1131-1101-git-diff,medium,2026-04-19,,cancelled,decomposed,1101-1080-status-done,subtask-2,,git diff検証と受け入れ基準チェック,0,scripts/pipeline/descriptions/1131-1101-git-diff.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1131-1103-subtask,medium,2026-04-19,,done,decomposed,1103-1081-issues-1014-993-subtask-md-status-done,none,,subtask,0,scripts/pipeline/descriptions/1131-1103-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:23:40+09:00
1132-1101-subtask,medium,2026-04-19,,cancelled,decomposed,1101-1080-status-done,none,,subtask,0,scripts/pipeline/descriptions/1132-1101-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:17+09:00
1132-1103-issues-1014-993-subtask-md-status-done,medium,2026-04-19,,cancelled,decomposed,1103-1081-issues-1014-993-subtask-md-status-done,none,,issues/1014-993-subtask.md の status を done に遷移,0,scripts/pipeline/descriptions/1132-1103-issues-1014-993-subtask-md-status-done.md,2026-04-19T09:12:22+09:00,2026-04-19T09:33:47+09:00
1133-1092-subtask,medium,2026-04-19,,cancelled,decomposed,1092-1072-subtask,none,,subtask,0,scripts/pipeline/descriptions/1133-1092-subtask.md,2026-04-19T09:34:38+09:00,2026-04-19T09:33:47+09:00
1133-1103-subtask,medium,2026-04-19,,cancelled,decomposed,1103-1081-issues-1014-993-subtask-md-status-done,none,,subtask,0,scripts/pipeline/descriptions/1133-1103-subtask.md,2026-04-19T09:34:38+09:00,2026-04-19T09:33:47+09:00
1134-1092-frontmatter-status,high,2026-04-19,,cancelled,decomposed,1092-1072-subtask,1091-1072-active,,入力ファイルパスの存在確認と frontmatter 単一 status 行バリデーション,0,scripts/pipeline/descriptions/1134-1092-frontmatter-status.md,2026-04-19T09:34:38+09:00,2026-04-19T09:33:47+09:00
1134-1103-issues-1014-993-subtask-md-status-done,medium,2026-04-19,,done,decomposed,1103-1081-issues-1014-993-subtask-md-status-done,none,,issues/1014-993-subtask.md の status を done に遷移,0,scripts/pipeline/descriptions/1134-1103-issues-1014-993-subtask-md-status-done.md,2026-04-19T09:31:28+09:00,2026-04-19T09:31:28+09:00
1135-1092-status-done-1-edit-replace-all-false,high,2026-04-19,,done,decomposed,1092-1072-subtask,none,,status 行を done に 1 件だけ Edit (replace_all=false),0,scripts/pipeline/descriptions/1135-1092-status-done-1-edit-replace-all-false.md,2026-04-19T09:23:22+09:00,2026-04-19T09:23:22+09:00
1136-1092-subtask,medium,2026-04-19,,done,decomposed,1092-1072-subtask,none,,subtask,0,scripts/pipeline/descriptions/1136-1092-subtask.md,2026-04-19T09:32:22+09:00,2026-04-19T09:32:22+09:00
1139-135-showorphans-filter-e2e,high,2026-04-19,,done,decomposed,135-e2e-smoke-fail,subtask-1,,showOrphans filter ロジックまたはE2Eテストの修正,0,scripts/pipeline/descriptions/1139-135-showorphans-filter-e2e.md,2026-04-19T09:39:41+09:00,2026-04-19T09:39:41+09:00
1140-135-unit-test-e2e-smoke,high,2026-04-19,,done,decomposed,135-e2e-smoke-fail,subtask-2,,unit test追加 + E2E smoke再実行で受入基準確認,0,scripts/pipeline/descriptions/1140-135-unit-test-e2e-smoke.md,2026-04-19T09:40:15+09:00,2026-04-19T09:40:15+09:00
1141-135-onclose-savetimer-zoomanimid,high,2026-04-19,,done,decomposed,135-onclose-timer-leak,none,,onClose() に _saveTimer と _zoomAnimId のクリーンアップを追加,0,scripts/pipeline/descriptions/1141-135-onclose-savetimer-zoomanimid.md,2026-04-19T09:49:06+09:00,2026-04-19T09:49:06+09:00
1142-135-onclose,high,2026-04-19,,done,decomposed,135-onclose-timer-leak,subtask-1,,onClose() クリーンアップのユニットテスト追加,0,scripts/pipeline/descriptions/1142-135-onclose.md,2026-04-19T10:02:29+09:00,2026-04-19T10:02:29+09:00
1143-136-shownodeexpansion-keydown,high,2026-04-19,,done,decomposed,136-expansion-keydown-leak,none,,_showNodeExpansion冒頭で古いkeydownリスナーを除去してから新規登録,0,scripts/pipeline/descriptions/1143-136-shownodeexpansion-keydown.md,2026-04-19T09:57:07+09:00,2026-04-19T09:57:07+09:00
1144-136-,high,2026-04-19,,done,decomposed,136-expansion-keydown-leak,subtask-1,,リスナー蓄積が起きないことの単体テスト追加,0,scripts/pipeline/descriptions/1144-136-.md,2026-04-19T09:59:47+09:00,2026-04-19T09:59:47+09:00
1145-137-raf-animation-controller,high,2026-04-19,,done,decomposed,137-uncancellable-raf-chains,none,,rAFキャンセル対応のanimation-controller新規モジュール作成,0,scripts/pipeline/descriptions/1145-137-raf-animation-controller.md,2026-04-19T10:04:27+09:00,2026-04-19T10:04:27+09:00
1146-137-fadenodealpha-raf-id,high,2026-04-19,,done,decomposed,137-uncancellable-raf-chains,subtask-1,,_fadeNodeAlpha のノード単位 rAF ID 管理とキャンセル,0,scripts/pipeline/descriptions/1146-137-fadenodealpha-raf-id.md,2026-04-19T10:05:46+09:00,2026-04-19T10:05:46+09:00
1146-137-pantonode-animatetonode-cancellable-raf,high,2026-04-19,,done,decomposed,137-uncancellable-raf-chains,subtask-1,,panToNode/_animateToNode を cancellable rAF に置換+onClose cancel,0,scripts/pipeline/descriptions/1146-137-pantonode-animatetonode-cancellable-raf.md,2026-04-19T10:06:58+09:00,2026-04-19T10:06:58+09:00
1147-137-fadenodealpha-fade-onclose-cancel,high,2026-04-19,,done,decomposed,137-uncancellable-raf-chains,subtask-1,,_fadeNodeAlpha をノード別キャンセル可能 fade に置換+onClose全cancel,0,scripts/pipeline/descriptions/1147-137-fadenodealpha-fade-onclose-cancel.md,2026-04-19T10:08:05+09:00,2026-04-19T10:08:05+09:00
1147-137-raf,medium,2026-04-19,,done,decomposed,137-uncancellable-raf-chains,subtask-2,,rAF キャンセルの単体テスト追加,0,scripts/pipeline/descriptions/1147-137-raf.md,2026-04-19T10:10:52+09:00,2026-04-19T10:10:52+09:00
1148-137-onclose-raf-cancel,high,2026-04-19,,done,decomposed,137-uncancellable-raf-chains,"subtask-2, subtask-3",,既存テスト全パス確認+onClose時rAF cancel検証テスト追加,0,scripts/pipeline/descriptions/1148-137-onclose-raf-cancel.md,2026-04-19T10:09:41+09:00,2026-04-19T10:09:41+09:00
1150-134-gvc-constants-ts-48,high,2026-04-19,,done,decomposed,134-dead-exports,none,,gvc-constants.ts から未使用エクスポート48個を削除,0,scripts/pipeline/descriptions/1150-134-gvc-constants-ts-48.md,2026-04-19T12:16:26+09:00,2026-04-19T12:16:25+09:00
1150-134-knip-ts-prune-dead-exports-57,high,2026-04-19,,done,decomposed,134-dead-exports,none,,knipまたはts-pruneで現在のdead exports 57個をリスト化しカテゴリ分類,0,scripts/pipeline/descriptions/1150-134-knip-ts-prune-dead-exports-57.md,2026-04-19T12:17:50+09:00,2026-04-19T12:17:50+09:00
1150-134-src-views-gvc-constants-ts-48,high,2026-04-19,,done,decomposed,134-dead-exports,none,,`src/views/gvc-constants.ts` から未使用定数を削除 (48個),0,scripts/pipeline/descriptions/1150-134-src-views-gvc-constants-ts-48.md,2026-04-19T12:19:35+09:00,2026-04-19T12:19:35+09:00
1151-134-b-export,high,2026-04-19,,done,decomposed,134-dead-exports,subtask-1,,カテゴリB (ファイル内のみ使用) のexportキーワード除去,0,scripts/pipeline/descriptions/1151-134-b-export.md,2026-04-19T12:18:02+09:00,2026-04-19T12:18:02+09:00
1151-134-renderhelpers-ts-19,high,2026-04-19,,done,decomposed,134-dead-exports,none,,RenderHelpers.ts から未使用エクスポート19個を削除,0,scripts/pipeline/descriptions/1151-134-renderhelpers-ts-19.md,2026-04-19T12:31:39+09:00,2026-04-19T12:31:39+09:00
1151-134-renderhelpers-ts-export-19,medium,2026-04-19,,done,decomposed,134-dead-exports,none,,`RenderHelpers.ts` の未使用 export を削除 (19個),0,scripts/pipeline/descriptions/1151-134-renderhelpers-ts-export-19.md,2026-04-19T12:24:44+09:00,2026-04-19T12:24:44+09:00
1152-134-barrel-export-views-webgl-index-ts-views,medium,2026-04-19,,done,decomposed,134-dead-exports,none,,barrel export `views/webgl/index.ts` と `views/canvas2d/index.ts` から未使用 re-export を削除 (29個),0,scripts/pipeline/descriptions/1152-134-barrel-export-views-webgl-index-ts-views.md,2026-04-19T12:49:08+09:00,2026-04-19T12:49:08+09:00
1152-134-c,high,2026-04-19,,done,decomposed,134-dead-exports,subtask-1,,カテゴリC (完全未使用) のシンボル削除,0,scripts/pipeline/descriptions/1152-134-c.md,2026-04-19T12:25:24+09:00,2026-04-19T12:25:23+09:00
1152-134-webgl-index-ts-canvas2d-index-ts-export,medium,2026-04-19,,done,decomposed,134-dead-exports,none,,バレルファイル webgl/index.ts と canvas2d/index.ts の不要再export削除,0,scripts/pipeline/descriptions/1152-134-webgl-index-ts-canvas2d-index-ts-export.md,2026-04-19T12:47:10+09:00,2026-04-19T12:47:10+09:00
1153-134-dead-export-ci-gate,medium,2026-04-19,,done,decomposed,134-dead-exports,"subtask-2, subtask-3",,dead-export件数の自動計測スクリプトをCI/gateに組み込む,0,scripts/pipeline/descriptions/1153-134-dead-export-ci-gate.md,2026-04-19T12:58:53+09:00,2026-04-19T12:58:53+09:00
1153-134-searchorchestrator-ts-export-16,medium,2026-04-19,,done,decomposed,134-dead-exports,none,,`SearchOrchestrator.ts` とパネルファイルの未使用 export を削除 (16個),0,scripts/pipeline/descriptions/1153-134-searchorchestrator-ts-export-16.md,2026-04-19T13:08:49+09:00,2026-04-19T13:08:49+09:00
1155-1149-e2e-smoke-tmp-debug-nodecount-md,high,2026-04-19,,done,decomposed,1149-139-baseline-node-count-2000,subtask-1,,E2E smoke テストを実行してトレース出力を tmp-debug-nodecount.md に記録し原因段階を特定,0,scripts/pipeline/descriptions/1155-1149-e2e-smoke-tmp-debug-nodecount-md.md,2026-04-19T12:31:55+09:00,2026-04-19T12:31:55+09:00
1156-1149-,high,2026-04-19,,done,decomposed,1149-139-baseline-node-count-2000,subtask-2,,一時トレースを除去してブランチをクリーンアップ,0,scripts/pipeline/descriptions/1156-1149-.md,2026-04-19T12:29:41+09:00,2026-04-19T12:29:41+09:00
1157-1154-getgraphdata-nodecount,high,2026-04-19,,done,decomposed,1154-1149-getgraphdata-nodecount,none,,getGraphData() パイプライン各段階の nodeCount を CDP eval で外部計測,0,scripts/pipeline/descriptions/1157-1154-getgraphdata-nodecount.md,2026-04-19T12:50:46+09:00,2026-04-19T13:22:28+09:00
1158-140-panelbuilder-buildnodestab-318,high,2026-04-19,,done,decomposed,140-giant-functions,none,,PanelBuilder._buildNodesTab (318行) をセクション単位に分割,0,scripts/pipeline/descriptions/1158-140-panelbuilder-buildnodestab-318.md,2026-04-19T13:14:14+09:00,2026-04-25T22:47:31+09:00
1159-140-panel-sections-display-ts-buildedgedispl,high,2026-04-19,,done,decomposed,140-giant-functions,none,,panel-sections-display.ts の buildEdgeDisplaySection (311行) を分割,0,scripts/pipeline/descriptions/1159-140-panel-sections-display-ts-buildedgedispl.md,2026-04-19T13:12:54+09:00,2026-04-19T13:12:54+09:00
1160-140-panel-sections-display-ts-buildnodedispl,high,2026-04-19,,done,decomposed,140-giant-functions,subtask-2,,panel-sections-display.ts の buildNodeDisplaySection (270行) を分割,0,scripts/pipeline/descriptions/1160-140-panel-sections-display-ts-buildnodedispl.md,2026-04-19T13:22:36+09:00,2026-04-19T13:22:36+09:00
